Property Name,Property Code,Brand,#Rooms,Activation Date,Revenue,Profit Margin,Gross Profit,Flag,Size Subset,SPOR,Group,Type
Hampton Inn & Suites Asheville Biltmore Area,AVLBA,Hilto,114.0,2018-09-19,3389.86,0.56008,1898.59,Hampton Inn & Suites by Hilton,3,1.4281137873692569,Select Service,Focused Service
Tru By Hilton Cedar Rapids Westdale,CIDRU,Hilto,95.0,2018-02-16,3367.1,0.66859,2251.21,Tru by Hilton,2,1.7022302750382698,Select Service,Focused Service
Embassy Suites Seattle North Lynnwood,SEALW,Hilto,240.0,2018-02-23,3353.48,0.58144,1949.84,Embassy Suites,5,0.6710739488479912,All Suites,All Suites
Hilton Richmond Downtown,RICRD (RICDT),Hilto,250.0,2015-10-19,3328.65,0.68909,2293.75,Full Services,5,0.6394609444038882,Other,Other
TRU by Hilton York,THVPA,Hilto,106.0,2017-10-12,3293.26,0.58051,1911.76,Tru by Hilton,3,1.4921279136107568,Select Service,Focused Service
Home2 Suites by Hilton La Crosse,LSEHT,Hilto,107.0,2018-12-26,3266.5,0.6718,2194.42,Home2 Suites by Hilton,3,1.466171542205093,All Suites,Focused Service
Home2 Suites by Hilton Irving / DFW Airport North,DALIV,Hilto,93.0,2018-09-27,3255.49,0.63261,2059.46,Home2 Suites by Hilton,2,1.6811997549277813,All Suites,Focused Service
Hampton Inn Oneonta,ONHNJ,Hilto,106.0,2014-12-08,3239.85,0.5408,1752.11,Hampton Inn by Hilton,3,1.4679286241935985,Select Service,Focused Service
Tru By Hilton Cheyenne,CYSND,Hilto,100.0,2017-08-14,3227.57,0.58086,1874.77,Tru by Hilton,3,1.550106620048411,Select Service,Focused Service
Hampton Inn Harrisburg West,HRBPA,Hilto,129.0,2015-04-30,3222.13,0.6508,2096.96,Hampton Inn by Hilton,3,1.199607712086703,Select Service,Focused Service
Hilton Garden Inn Houston NW Willowbrook,HOUHN,Hilto,171.0,2014-12-09,3209.87,0.6866,2203.91,Hilton Garden Inn,4,0.9015238785993042,Select Service,Focused Service
Hampton Inn & Suites Glendale,LAXGL,Hilto,94.0,2017-08-14,3149.43,0.58078,1829.14,Hampton Inn & Suites by Hilton,2,1.6091258341378711,Select Service,Focused Service
Tru by Hilton Syracuse North Airport Area,SYRAA,Hilto,93.0,2018-06-22,3148.95,0.61283,1929.78,Tru by Hilton,2,1.6261803809195658,Select Service,Focused Service
Home2 Suites Parc Lafayette,LFTHT,Hilto,106.0,2016-08-03,3124.84,0.57654,1801.58,Home2 Suites by Hilton,3,1.4158192762088135,All Suites,Focused Service
Hampton Inn & Suites Los Angeles Burbank Airport,LAXBK,Hilto,99.0,2014-11-18,3124.59,0.66815,2087.7,Hampton Inn & Suites by Hilton,2,1.5158064294537956,Select Service,Focused Service
"Hilton Garden Inn Beaumont, TX",BPTGI,Hilto,100.0,2015-09-07,3086.64,0.46387,1431.81,Hilton Garden Inn,3,1.4824221001267912,Select Service,Focused Service
Hampton Inn Jupiter/Juno Beach,PBIJB,Hilto,89.0,2016-12-27,3082.35,0.55845,1721.35,Hampton Inn by Hilton,2,1.6633277974514793,Select Service,Focused Service
Hampton Inn & Suites Southwest/Sioux Falls,FSDSW,Hilto,93.0,2018-11-09,3075.98,0.54996,1691.68,Hampton Inn & Suites by Hilton,2,1.5884972222807494,Select Service,Focused Service
Hampton Inn & Suites Baton Rouge Downtown,BTRDN,Hilto,137.0,2015-03-13,3059.05,0.66199,2025.06,Hampton Inn & Suites by Hilton,3,1.07238791047702,Select Service,Focused Service
Homewood Suites by Hilton Ft.Lauderdale Airport-Cruise Port,FLLAR,Hilto,124.0,2018-08-29,3044.75,0.48093,1464.31,Homewood Suites by Hilton,3,1.1792770720727979,All Suites,All Suites
Hampton Inn & Suites Denver Downtown Convention Center,DENCV,Hilto,120.0,2013-10-14,3001.08,0.69567,2087.76,Hampton Inn & Suites by Hilton,3,1.2011084642870864,Select Service,Focused Service
Hampton Inn & Suites Asheville (I-26),AVLAP,Hilto,95.0,2014-10-13,2995.0,0.62332,1866.84,Hampton Inn & Suites by Hilton,2,1.5141159079741078,Select Service,Focused Service
Hilton Garden Inn Cincinnati Blue Ash,CVGBO,Hilto,122.0,2018-09-28,2951.15,0.48227,1423.24,Hilton Garden Inn,3,1.1617625013620785,Select Service,Focused Service
Hotel MdR Marina Del Ray - a DoubleTree by Hilton,LAXMA,Hilto,283.0,2018-01-23,2906.46,0.61499,1787.45,DoubleTree by Hilton,5,0.49324627686850325,Full Service,Full Service
Homewood Suites Asheville Tunnel Road,AVLHW,Hilto,94.0,2014-10-31,2880.91,0.50216,1446.69,Homewood Suites by Hilton,2,1.4719319708093637,All Suites,All Suites
Hampton Inn & Suites Mount Vernon Belvoir Alexandria South Area,WASFB,Hilto,131.0,2014-12-30,2867.25,0.56283,1613.78,Hampton Inn & Suites by Hilton,3,1.05118744861839,Select Service,Focused Service
Hilton Garden Inn Knoxville West Cedar Bluff,TYSKH,Hilto,118.0,2014-09-22,2810.8,0.66085,1857.53,Hilton Garden Inn,3,1.1440205835791122,Select Service,Focused Service
Hilton Garden Inn Omaha East Council Bluffs,OMAEA,Hilto,153.0,2015-03-20,2729.85,0.57427,1567.67,Hilton Garden Inn,4,0.8569061389492207,Select Service,Focused Service
Homewood Suites Reading,RDGPA,Hilto,119.0,2015-05-14,2726.14,0.69622,1897.99,Homewood Suites by Hilton,3,1.100239150487874,All Suites,All Suites
Home2 Suites by Hilton Dallas Grand Prairie,DFWGP,Hilto,96.0,2018-10-17,2713.49,0.63466,1722.13,Home2 Suites by Hilton,2,1.3575095493782097,All Suites,Focused Service
Home2 Suites Birmingham Colonnade,BHMHT,Hilto,107.0,2018-05-14,2706.2,0.55826,1510.75,Home2 Suites by Hilton,3,1.2146803696664388,All Suites,Focused Service
Hilton Garden Inn Jackson/Clinton,JANCL,Hilto,107.0,2018-11-08,2706.15,0.60419,1635.02,Hilton Garden Inn,3,1.2146579271202549,Select Service,Focused Service
Homewood Suites by Hilton Albany Crossgates Mall,ALBCM,Hilto,96.0,2018-10-03,2689.79,0.69907,1880.34,Homewood Suites by Hilton,2,1.34565287169734,All Suites,All Suites
Hilton Garden Inn Allentown Bethlehem Airport,ABEGI,Hilto,106.0,2015-01-15,2672.27,0.71395,1907.88,Hilton Garden Inn,3,1.2107664319563645,Select Service,Focused Service
Home2 Suites by Hilton Hilton Head,HHHHT,Hilto,99.0,2018-11-01,2651.88,0.63838,1692.9,Home2 Suites by Hilton,2,1.2864845480974885,All Suites,Focused Service
Avid Hotel Oklahoma City - Quail Springs,OKCAV,IHG,87.0,2018-08-07,2597.25,0.538,1397.33,Avid Hotels,2,1.4337730182052324,All Suites,Focused Service
Homewood Suites Durham Chapel Hill (I-40),RDUHW,Hilto,96.0,2015-08-11,2596.55,0.54507,1415.3,Homewood Suites by Hilton,2,1.2990066005174115,All Suites,All Suites
Hampton Inn Chicago McCormick Place,CHIMC,Hilto,95.0,2018-08-07,2595.25,0.71746,1861.99,Hampton Inn by Hilton,2,1.3120231419598676,Select Service,Focused Service
Homewood Suites Denver Tech Center,DENHW,Hilto,113.0,2013-10-09,2557.74,0.70368,1799.82,Homewood Suites by Hilton,3,1.087085875083431,All Suites,All Suites
La Quinta Inn & Suites Atlanta Airport North,6739,Wyndh,188.0,2016-10-04,2557.49,0.71347,1824.69,La Quinta Inn & Suites,4,0.6533441336288255,Other,Other
"Tru by Hilton Jackson, MI",LANJA,Hilto,93.0,2018-08-20,2533.89,0.67323,1705.89,Tru by Hilton,2,1.308551169567087,Select Service,Focused Service
Homewood Suites by Hilton Trophy Club Fort Worth North,FTWTR,Hilto,110.0,2018-09-18,2434.85,0.59956,1459.84,Homewood Suites by Hilton,3,1.0630787259384484,All Suites,All Suites
TRU by Hilton Sumter,SSCSC,Hilto,90.0,2018-08-07,2403.91,0.60704,1459.28,Tru by Hilton,2,1.282807810692315,Select Service,Focused Service
Homewood Suites Denver Downtown Convention Center,DENDC,Hilto,182.0,2013-10-14,2403.11,0.67839,1630.24,Homewood Suites by Hilton,4,0.6341444028749519,All Suites,All Suites
Home2 Suites by Hilton Minneapolis - Eden Prarie,MSPEN,Hilto,102.0,2018-09-06,2377.25,0.59246,1408.43,Home2 Suites by Hilton,3,1.119336292552907,All Suites,Focused Service
Tru by Hilton Roanoke Hollins,ROARH,Hilto,82.0,2018-08-30,2370.62,0.61007,1446.24,Tru by Hilton,2,1.3884619817881427,Select Service,Focused Service
Embassy Suites by Hilton Memphis,MEMPE,Hilto,220.0,2018-01-31,2349.0,0.67973,1596.69,Embassy Suites,5,0.5127978986856306,All Suites,All Suites
Homewood Suites by Hilton Syracuse/Liverpool,SYRHW,Hilto,102.0,2018-06-07,2312.7,0.60799,1406.1,Homewood Suites by Hilton,3,1.0889427042957651,All Suites,All Suites
Hilton Garden Inn Memphis Wolfchase Galleria,MEMCW,Hilto,124.0,2015-03-07,2289.06,0.69723,1596.0,Hilton Garden Inn,3,0.8865870677720531,Select Service,Focused Service
Hampton Inn Rapid City,RAPHA,Hilto,82.0,2018-02-08,2284.71,0.61658,1408.71,Hampton Inn by Hilton,2,1.338144862698867,Select Service,Focused Service
Tru by Hilton Lafayette,LFTRU,Hilto,98.0,2018-10-24,2281.52,0.61044,1392.74,Tru by Hilton,2,1.1181089026074178,Select Service,Focused Service
Home2 Suites by Hilton Fort Worth Northlake,DFWNL,Hilto,104.0,2018-09-26,2260.62,0.63598,1437.7,Home2 Suites by Hilton,3,1.0439510301432535,All Suites,Focused Service
Tru by Hilton Williamsville Buffalo Airport,BUFRU,Hilto,79.0,2018-04-04,2259.48,0.52876,1194.72,Tru by Hilton,1,1.373622231635794,Select Service,Focused Service
Hampton Inn Waterloo,ALOIA,Hilto,101.0,2018-01-30,2257.33,0.5762,1300.68,Hampton Inn by Hilton,3,1.0733950311310378,Select Service,Focused Service
Tru by Hilton Sterling Heights Detroit,DTWSH,Hilto,98.0,2018-05-15,2221.93,0.61122,1358.09,Tru by Hilton,2,1.0889055164848431,Select Service,Focused Service
"Hilton Garden Inn Fredericton, New Brunswick",YFCNW,Hilto,110.0,2018-09-18,2212.0,0.53367,1180.47,Hilton Garden Inn,3,0.965780291096309,Select Service,Focused Service
Hampton Inn Kennewick at Southridge,VSKTC,Hilto,80.0,2015-06-29,2173.4,0.52704,1145.47,Hampton Inn by Hilton,2,1.3047748491950666,Select Service,Focused Service
Homewood Suites Reno,RNOHW,Hilto,96.0,2015-08-09,2166.7,0.62415,1352.35,Homewood Suites by Hilton,2,1.0839604865460226,All Suites,All Suites
Home2 Suites by Hilton Plymouth Minneapolis,MSPPL,Hilto,102.0,2018-08-22,2156.25,0.61436,1324.71,Home2 Suites by Hilton,3,1.0152776867461164,All Suites,Focused Service
Hampton Inn Orlando International Drive/Convention Center,MCOCC,Hilto,170.0,2018-01-29,2142.68,0.6835,1464.53,Hampton Inn by Hilton,4,0.6053329235025164,Select Service,Focused Service
Homewood Suites by Hilton Ottawa Downtown,YOWQS,Hilto,171.0,2018-12-31,2129.95,0.52967,1128.17,Homewood Suites by Hilton,4,0.5982176179167965,All Suites,All Suites
Hampton Inn Titusville (I-95) Kennedy Space Center,TIXFL,Hilto,86.0,2015-11-18,2129.45,0.58095,1237.11,Hampton Inn by Hilton,2,1.189199989992503,Select Service,Focused Service
Hampton Inn & Suites Blythe,BLHBL,Hilto,81.0,2016-03-30,2085.51,0.57075,1190.31,Hampton Inn & Suites by Hilton,2,1.2365542051060934,Select Service,Focused Service
Tru by Hilton Staunton,SHDST,Hilto,90.0,2018-11-09,2077.53,0.64974,1349.85,Tru by Hilton,2,1.1086403862655447,Select Service,Focused Service
Tru by Hilton Wichita Northeast,MCIWI,Hilto,98.0,2018-06-22,2047.43,0.60921,1247.31,Tru by Hilton,2,1.003387965244883,Select Service,Focused Service
Hilton Garden Inn Cedar Falls,ALOCF,Hilto,113.0,2018-01-12,2017.87,0.61569,1242.38,Hilton Garden Inn,3,0.8576313365528173,Select Service,Focused Service
Hampton Inn & Suites Lincoln Northeast I-80,LNKNH,Hilto,83.0,2015-05-19,1986.3,0.70795,1406.21,Hampton Inn & Suites by Hilton,2,1.1493509289009882,Select Service,Focused Service
Hilton Garden Inn Orange Beach Beachfront,ORBHH,Hilto,137.0,2015-10-23,1972.0,0.6094,1201.74,Hilton Garden Inn,3,0.6913090532880087,Select Service,Focused Service
Delta Colonial Hotel,RDLN01,Marri,100.0,2014-11-24,1963.1,0.64901,1274.07,Delta Hotels,3,0.9428189956583546,Full Service,Classic Premium
Hampton Inn & Suites Trophy Club,FTWTC,Hilto,94.0,2015-03-11,1960.3,0.65742,1288.75,Hampton Inn & Suites by Hilton,2,1.0015683386074525,Select Service,Focused Service
Tru by Hilton Albany Crossgates Mall,ALBUU,Hilto,96.0,2018-10-03,1953.16,0.73762,1440.69,Tru by Hilton,2,0.9771303197961092,Select Service,Focused Service
Hampton Inn & Suites Riverton,RIWWY,Hilto,89.0,2018-05-03,1951.51,0.55631,1085.65,Hampton Inn & Suites by Hilton,2,1.0530928771893318,Select Service,Focused Service
Hampton Inn & Suites Phenix City- Columbus Area,CSGPC,Hilto,81.0,2018-09-19,1942.73,0.56845,1104.34,Hampton Inn & Suites by Hilton,2,1.1518961553220846,Select Service,Focused Service
Homewood Suites Poplar,MEMPO,Hilto,140.0,2013-12-16,1938.47,0.51195,992.4,Homewood Suites by Hilton,3,0.6649928096646888,All Suites,All Suites
Home2 Suites by Hilton Chicago McCormick Place,CHIMI,Hilto,95.0,2018-08-07,1927.0,0.73938,1424.79,Home2 Suites by Hilton,2,0.9741907695045428,All Suites,Focused Service
Hampton Inn & Suites DuPont,SEADP,Hilto,115.0,2015-08-13,1909.3,0.66479,1269.29,Hampton Inn & Suites by Hilton,3,0.7973742985962736,Select Service,Focused Service
Homewood Suites Philadelphia Valley Forge,PHLHW,Hilto,123.0,2015-06-21,1887.18,0.67765,1278.84,Homewood Suites by Hilton,3,0.7368754960842726,All Suites,All Suites
Hilton Garden Inn Saskatoon Downtown,YXESD,Hilto,180.0,2014-10-08,1865.78,0.61231,1142.43,Hilton Garden Inn,4,0.4978217065184445,Select Service,Focused Service
Hampton Inn Charleston Southridge,CRWSO,Hilto,139.0,2015-06-17,1853.85,0.45582,845.03,Hampton Inn by Hilton,3,0.6405391689261261,Select Service,Focused Service
Hilton Garden Inn Fort Myers Airport FGCU,RSWFM,Hilto,164.0,2014-07-12,1843.77,0.54936,1012.89,Hilton Garden Inn,4,0.5399440965151573,Select Service,Focused Service
Homewood Suites by Hilton Denver International Airport,DENIP,Hilto,117.0,2016-05-30,1837.25,0.5734,1053.48,Homewood Suites by Hilton,3,0.7541683373511858,All Suites,All Suites
Hampton Inn & Suites Tarpon Springs,TPATS,Hilto,84.0,2015-08-03,1785.14,0.5549,990.57,Hampton Inn & Suites by Hilton,2,1.020654832801834,Select Service,Focused Service
Home2Suites KCI Airport,MCIKA,Hilto,91.0,2018-06-12,1749.87,0.52437,917.58,Home2 Suites by Hilton,2,0.9235284828899151,All Suites,Focused Service
Holiday Inn Express & Suites Kansas City Airport,MKCAI,IHG,109.0,2018-06-25,1749.0,0.72714,1271.77,Holiday Inn Express & Suites,3,0.7706358569770347,Other,Other
Hilton Garden Inn Bristol,TRIGI,Hilto,104.0,2015-04-03,1736.41,0.64318,1116.82,Hilton Garden Inn,3,0.8018716140930572,Select Service,Focused Service
Tru by Hilton Lawrence,LWCNE,Hilto,82.0,2018-12-19,1693.23,0.62124,1051.91,Tru by Hilton,2,0.991717559719878,Select Service,Focused Service
Hilton Garden Inn Kennett Square,PHLKS,Hilto,92.0,2015-07-22,1673.11,0.65753,1100.12,Hilton Garden Inn,2,0.8734188660270854,Select Service,Focused Service
Hampton Inn & Suites by Hilton Snellville,ATLSV,Hilto,100.0,2018-12-20,1656.38,0.67393,1116.28,Hampton Inn & Suites by Hilton,3,0.7955104314750067,Select Service,Focused Service
"Home2 Suites by Hilton Columbus, GA",CSGBP,Hilto,81.0,2018-11-20,1651.34,0.61017,1007.59,Home2 Suites by Hilton,2,0.9791232940910838,All Suites,Focused Service
Hampton Inn & Suites Palm Desert,PLMHS,Hilto,88.0,2014-10-30,1650.49,0.61416,1013.67,Hampton Inn & Suites by Hilton,2,0.9007745889757839,Select Service,Focused Service
Hampton Inn Magnolia,AGOSN,Hilto,68.0,2018-04-03,1647.22,0.59473,979.65,Hampton Inn by Hilton,1,1.1633987555909135,Select Service,Focused Service
Hilton Garden Inn Mobile West I-65/Airport Blvd.,MOBWS,Hilto,101.0,2017-02-10,1617.46,0.63147,1021.37,Hilton Garden Inn,3,0.7691270337315362,Select Service,Focused Service
Hampton Inn Denver-Gateway Park,DENAP,Hilto,115.0,2016-05-30,1605.05,0.66578,1068.61,Hampton Inn by Hilton,3,0.6703114324422296,Select Service,Focused Service
"Hampton Inn Middletown, NY",MLTNY,Hilto,127.0,2015-05-14,1538.16,0.60463,930.01,Hampton Inn by Hilton,3,0.5816794128689499,Select Service,Focused Service
Tru by Hilton Bryan College Station,CLLCS,Hilto,98.0,2018-08-27,1456.17,0.61403,894.13,Tru by Hilton,2,0.7136280377598458,Select Service,Focused Service
Hilton Philadelphia City Avenue,PHLPH,Hilto,209.0,2015-09-03,1435.15,0.64733,929.01,Full Services,5,0.32978956523433617,Other,Other
Candlewood Suites - Fort Collins,FCLCW,IHG,83.0,2018-12-13,1391.25,0.65094,905.62,Candlewood Suites,2,0.8050317071104566,All Suites,All Suites
Home2 Suites by Hilton Murfreesboro,MBTHT,Hilto,75.0,2017-09-18,1324.81,0.73518,973.97,Home2 Suites by Hilton,1,0.8483561942085782,All Suites,Focused Service
Staybridge Suites - Wilmington Brandywine Valley,PHLFD,IHG,110.0,2018-08-02,1303.35,0.73211,954.19,Staybridge Suites,3,0.5690550372515254,All Suites,Focused Suites
Hampton Inn & Suites Lake Jackson Clute,LJNCL,Hilto,67.0,2015-08-26,1293.14,0.56479,730.35,Hampton Inn & Suites by Hilton,1,0.9269507153593084,Select Service,Focused Service
Hampton Inn Henderson,HDSNC,Hilto,75.0,2018-09-26,1235.22,0.54815,677.09,Hampton Inn by Hilton,1,0.790986283474853,Select Service,Focused Service
Hampton Inn Orlando-Maingate South,MCOSW,Hilto,83.0,2018-02-08,1143.0,0.61044,697.73,Hampton Inn by Hilton,2,0.6613845399656797,Select Service,Focused Service
Hampton Inn Montrose,MTJCO,Hilto,64.0,2017-12-19,1097.72,0.55825,612.8,Hampton Inn by Hilton,1,0.8237539382180042,Select Service,Focused Service
Hampton Inn Eufaula,EUFHX,Hilto,78.0,2018-09-24,1092.13,0.61455,671.17,Hampton Inn by Hilton,1,0.6724587287560353,Select Service,Focused Service
Hilton Garden Inn Wilkes Barre,AVPWI,Hilto,123.0,2015-06-02,1051.1,0.68185,716.69,Hilton Garden Inn,3,0.410416512433461,Select Service,Focused Service
Tru by Hilton Shepherdsville Louisville South,SDFRU,Hilto,83.0,2018-12-06,1038.55,0.65858,683.97,Tru by Hilton,2,0.6009456815234966,Select Service,Focused Service
Hampton Inn Winchester-University/Mall Area,WNCVA,Hilto,101.0,2018-03-13,1035.28,0.56371,583.6,Hampton Inn by Hilton,3,0.492291516007558,Select Service,Focused Service
Hampton Inn & Suites Fort Lauderdale Miramar,FLLMM,Hilto,122.0,2015-07-23,1019.75,0.69057,704.21,Hampton Inn & Suites by Hilton,3,0.4014392053145314,Select Service,Focused Service
Hampton Inn Searcy,SRCSP,Hilto,73.0,2018-04-04,1017.25,0.49378,502.3,Hampton Inn by Hilton,1,0.669253635976549,Select Service,Focused Service
Hampton Inn & Suites Red Deer,YQFRD,Hilto,110.0,2014-12-15,925.04,0.50067,463.14,Hampton Inn & Suites by Hilton,3,0.4038812841210351,Select Service,Focused Service
Hampton Inn Lancaster,LNSGF,Hilto,129.0,2015-05-18,778.16,0.66319,516.07,Hampton Inn by Hilton,3,0.2897110722526368,Select Service,Focused Service
Hampton Inn Greensboro-East,GSOEA,Hilto,78.0,2018-09-29,675.99,0.51193,346.06,Hampton Inn by Hilton,1,0.4162282659132084,Select Service,Focused Service
Tru by Hilton Amarillo West,AMATX,Hilto,90.0,2018-08-27,583.75,0.72418,422.74,Tru by Hilton,2,0.3115087750754558,Select Service,Focused Service
Comfort Suites Downtown Orlando,FL094,Choic,122.0,2017-07-13,583.25,0.56207,327.83,Comfort Suites,3,0.2296047232161809,Other,Other
TRU by Hilton Garland Richardson,DALGL,Hilto,91.0,2018-01-23,554.78,0.72724,403.46,Tru by Hilton,2,0.29279611156124,Select Service,Focused Service
Hilton Garden Inn Times Square,NYCMW,Hilto,369.0,2017-10-27,40354.91,0.69432,28019.4,Hilton Garden Inn,5,5.252377325901818,Select Service,Focused Service
Hilton Garden Inn New York/West 35th Street,NYCTF,Hilto,298.0,2018-11-13,37357.28,0.52922,19770.4,Hilton Garden Inn,5,6.020670841818111,Select Service,Focused Service
DoubleTree Suites by Hilton Hotel Boston - Cambridge,BOSSB,Hilto,308.0,2018-06-11,32697.32,0.71242,23294.18,DoubleTree by Hilton,5,5.098557741486237,Full Service,Full Service
Embassy Suites Portland Washington Square,PDXBV,Hilto,356.0,2015-12-17,19361.0,0.62349,12071.38,Embassy Suites,5,2.6119429563853953,All Suites,All Suites
InterContinental New Orleans,MSYHA,IHG,484.0,2018-09-20,15594.45,0.70193,10946.28,InterContinental,5,1.5474285365451705,Full Service,Full Service
Hilton Garden Inn Staten Island,ewrsi,Hilto,198.0,2015-03-03,15531.03,0.66691,10357.8,Hilton Garden Inn,4,3.7672198800546286,Select Service,Focused Service
Crowne Plaza Seattle-Downtown,SEADT,IHG,465.0,2018-08-10,9940.85,0.57951,5760.78,Crowne Plaza,5,1.0267305126892625,Full service,Full service
Crowne Plaza Kansas City Downtown,MKCWS,IHG,385.0,2018-11-27,9988.75,0.66826,6675.13,Crowne Plaza,5,1.2460524260770158,Full service,Full service
Home2 Suites by Hilton Los Angeles Montebello,LGBMO,Hilto,203.0,2018-09-19,13953.21,0.7248,10113.22,Home2 Suites by Hilton,5,3.301140384530577,All Suites,Focused Service
Hilton Garden Inn Seattle Bellevue Downtown,SEABE,Hilto,254.0,2018-05-09,13460.45,0.62119,8361.53,Hilton Garden Inn,5,2.545140509749264,Select Service,Focused Service
Homewood Suites New Orleans,MSYFR,Hilto,207.0,2017-07-20,13199.34,0.69667,9195.58,Homewood Suites by Hilton,5,3.0624412886729107,All Suites,All Suites
Crowne Plaza Seattle-Downtown,SEADT,IHG,465.0,2018-08-10,10244.06,0.56722,5810.66,Crowne Plaza,5,1.058047247048247,Full service,Full service
DoubleTree by Hilton Deadwood at Cadillac Jack's,RAPDW,Hilto,107.0,2018-12-28,13093.55,0.45169,5914.19,DoubleTree by Hilton,3,5.877052011767792,Full Service,Full Service
